timestamp,close,high,low,open,volume
2025-02-09 22:00:00+00:00,108.09600067138672,108.09600067138672,108.09600067138672,108.09600067138672,0
2025-02-09 23:00:00+00:00,108.29299926757812,108.37100219726562,108.24199676513672,108.37000274658203,0
2025-02-10 00:00:00+00:00,108.30400085449219,108.31099700927734,108.21199798583984,108.28800201416016,0
2025-02-10 01:00:00+00:00,108.38500213623047,108.41799926757812,108.27200317382812,108.30500030517578,0
2025-02-10 02:00:00+00:00,108.4260025024414,108.44000244140625,108.34100341796875,108.38500213623047,0
2025-02-10 03:00:00+00:00,108.30000305175781,108.4280014038086,108.30000305175781,108.427001953125,0
2025-02-10 04:00:00+00:00,108.28299713134766,108.3010025024414,108.25700378417969,108.30000305175781,0
2025-02-10 05:00:00+00:00,108.2699966430664,108.28700256347656,108.21499633789062,108.28500366210938,0
2025-02-10 06:00:00+00:00,108.22699737548828,108.28800201416016,108.21700286865234,108.26899719238281,0
2025-02-10 07:00:00+00:00,108.29900360107422,108.322998046875,108.19200134277344,108.22699737548828,0
2025-02-10 08:00:00+00:00,108.26200103759766,108.36499786376953,108.25900268554688,108.3010025024414,0
2025-02-10 09:00:00+00:00,108.1989974975586,108.26699829101562,108.13200378417969,108.26200103759766,0
2025-02-10 10:00:00+00:00,108.15299987792969,108.22599792480469,108.1259994506836,108.197998046875,0
2025-02-10 11:00:00+00:00,108.23200225830078,108.23200225830078,108.09100341796875,108.15299987792969,0
2025-02-10 12:00:00+00:00,108.28600311279297,108.34500122070312,108.22000122070312,108.23200225830078,0
2025-02-10 13:00:00+00:00,108.21299743652344,108.28399658203125,108.16999816894531,108.28399658203125,0
2025-02-10 14:00:00+00:00,108.26899719238281,108.33300018310547,108.19300079345703,108.21299743652344,0
2025-02-10 15:00:00+00:00,108.21399688720703,108.26799774169922,108.18599700927734,108.26799774169922,0
2025-02-10 16:00:00+00:00,108.25599670410156,108.31600189208984,108.19300079345703,108.21299743652344,0
2025-02-10 17:00:00+00:00,108.26799774169922,108.31800079345703,108.23300170898438,108.25599670410156,0
2025-02-10 18:00:00+00:00,108.3239974975586,108.33799743652344,108.24500274658203,108.26799774169922,0
2025-02-10 19:00:00+00:00,108.31900024414062,108.34100341796875,108.29199981689453,108.32499694824219,0
2025-02-10 20:00:00+00:00,108.31600189208984,108.34200286865234,108.30599975585938,108.31900024414062,0
2025-02-10 21:00:00+00:00,108.33000183105469,108.33999633789062,108.30500030517578,108.31600189208984,0
2025-02-10 22:00:00+00:00,108.3290023803711,108.3489990234375,108.30799865722656,108.33000183105469,0
2025-02-10 23:00:00+00:00,108.33200073242188,108.34200286865234,108.3280029296875,108.3290023803711,0
2025-02-11 00:00:00+00:00,108.34400177001953,108.35600280761719,108.33499908447266,108.33599853515625,0
2025-02-11 01:00:00+00:00,108.38400268554688,108.3949966430664,108.34200286865234,108.34400177001953,0
2025-02-11 02:00:00+00:00,108.45600128173828,108.46299743652344,108.37000274658203,108.38400268554688,0
2025-02-11 03:00:00+00:00,108.41500091552734,108.46299743652344,108.39700317382812,108.45600128173828,0
2025-02-11 04:00:00+00:00,108.36799621582031,108.41999816894531,108.36699676513672,108.41500091552734,0
2025-02-11 05:00:00+00:00,108.35800170898438,108.37899780273438,108.3499984741211,108.36699676513672,0
2025-02-11 06:00:00+00:00,108.35299682617188,108.36299896240234,108.31199645996094,108.35800170898438,0
2025-02-11 07:00:00+00:00,108.38899993896484,108.4020004272461,108.33999633789062,108.35299682617188,0
2025-02-11 08:00:00+00:00,108.27200317382812,108.41799926757812,108.26599884033203,108.38999938964844,0
2025-02-11 09:00:00+00:00,108.27200317382812,108.31099700927734,108.2249984741211,108.27200317382812,0
2025-02-11 10:00:00+00:00,108.31800079345703,108.3219985961914,108.23300170898438,108.27300262451172,0
2025-02-11 11:00:00+00:00,108.27899932861328,108.33300018310547,108.2750015258789,108.30400085449219,0
2025-02-11 12:00:00+00:00,108.26699829101562,108.29199981689453,108.22200012207031,108.28099822998047,0
2025-02-11 13:00:00+00:00,108.22599792480469,108.3030014038086,108.22599792480469,108.26699829101562,0
2025-02-11 14:00:00+00:00,108.1500015258789,108.22799682617188,108.10700225830078,108.2249984741211,0
2025-02-11 15:00:00+00:00,108.12300109863281,108.19200134277344,108.08799743652344,108.1500015258789,0
2025-02-11 16:00:00+00:00,108.0510025024414,108.12699890136719,108.00599670410156,108.12200164794922,0
2025-02-11 17:00:00+00:00,108.0510025024414,108.0739974975586,108.02100372314453,108.0510025024414,0
2025-02-11 18:00:00+00:00,108.05899810791016,108.06300354003906,108.00399780273438,108.0510025024414,0
2025-02-11 19:00:00+00:00,107.96299743652344,108.08999633789062,107.78199768066406,108.05799865722656,0
2025-02-11 20:00:00+00:00,107.92400360107422,107.96299743652344,107.88500213623047,107.96199798583984,0
2025-02-11 21:00:00+00:00,107.9280014038086,107.9489974975586,107.90399932861328,107.92400360107422,0
2025-02-11 22:00:00+00:00,107.9219970703125,107.93499755859375,107.90399932861328,107.9280014038086,0
2025-02-11 23:00:00+00:00,107.9219970703125,107.93099975585938,107.91500091552734,107.9219970703125,0
2025-02-12 00:00:00+00:00,108.02200317382812,108.03399658203125,108.00800323486328,108.00900268554688,0
2025-02-12 01:00:00+00:00,108.02200317382812,108.05899810791016,107.98400115966797,108.02200317382812,0
2025-02-12 02:00:00+00:00,108.00399780273438,108.02200317382812,107.9540023803711,108.02200317382812,0
2025-02-12 03:00:00+00:00,108.03099822998047,108.05599975585938,107.99299621582031,108.00399780273438,0
2025-02-12 04:00:00+00:00,108.08200073242188,108.08699798583984,108.0250015258789,108.02999877929688,0
2025-02-12 05:00:00+00:00,108.052001953125,108.09500122070312,108.0459976196289,108.08799743652344,0
2025-02-12 06:00:00+00:00,108.05500030517578,108.08100128173828,108.04000091552734,108.0530014038086,0
2025-02-12 07:00:00+00:00,107.94200134277344,108.05799865722656,107.91300201416016,108.05599975585938,0
2025-02-12 08:00:00+00:00,107.98500061035156,108.00299835205078,107.90799713134766,107.94200134277344,0
2025-02-12 09:00:00+00:00,107.96700286865234,108.03399658203125,107.96700286865234,107.98500061035156,0
2025-02-12 10:00:00+00:00,107.96399688720703,108.01300048828125,107.94999694824219,107.96700286865234,0
2025-02-12 11:00:00+00:00,107.93599700927734,107.9729995727539,107.86399841308594,107.96499633789062,0
2025-02-12 12:00:00+00:00,107.96399688720703,107.97200012207031,107.9209976196289,107.93599700927734,0
2025-02-12 13:00:00+00:00,108.39800262451172,108.52300262451172,107.94300079345703,107.96399688720703,0
2025-02-12 14:00:00+00:00,108.27799987792969,108.4800033569336,108.23400115966797,108.4020004272461,0
2025-02-12 15:00:00+00:00,108.06400299072266,108.38099670410156,108.00399780273438,108.27899932861328,0
2025-02-12 16:00:00+00:00,107.9729995727539,108.29199981689453,107.93199920654297,108.06400299072266,0
2025-02-12 17:00:00+00:00,107.64800262451172,107.97200012207031,107.63400268554688,107.97200012207031,0
