timestamp,open,high,low,close,volume
2025-04-14 23:00:00+00:00,1.3182872533798218,1.3182872533798218,1.317401647567749,1.317401647567749,0
2025-04-14 23:15:00+00:00,1.3172626495361328,1.317800760269165,1.3172106742858887,1.3176966905593872,0
2025-04-14 23:30:00+00:00,1.3177313804626465,1.3180439472198486,1.3172800540924072,1.3175057172775269,0
2025-04-14 23:45:00+00:00,1.3171066045761108,1.3173842430114746,1.316863775253296,1.3173668384552002,0
2025-04-15 00:00:00+00:00,1.3173668384552002,1.3176618814468384,1.3170545101165771,1.3175404071807861,0
2025-04-15 00:15:00+00:00,1.317401647567749,1.317627191543579,1.3169851303100586,1.3171932697296143,0
2025-04-15 00:30:00+00:00,1.3170545101165771,1.3171932697296143,1.3165863752365112,1.316603660583496,0
2025-04-15 00:45:00+00:00,1.3167771100997925,1.3174710273742676,1.3167771100997925,1.317228078842163,0
2025-04-15 01:00:00+00:00,1.3176966905593872,1.3180439472198486,1.317644476890564,1.3178355693817139,0
2025-04-15 01:15:00+00:00,1.318061351776123,1.318426251411438,1.318061351776123,1.3183393478393555,0
2025-04-15 01:30:00+00:00,1.3182698488235474,1.3182698488235474,1.3170199394226074,1.3170719146728516,0
2025-04-15 01:45:00+00:00,1.317245364189148,1.3177661895751953,1.3171412944793701,1.3177661895751953,0
2025-04-15 02:00:00+00:00,1.3181134462356567,1.318687081336975,1.3179224729537964,1.318687081336975,0
2025-04-15 02:15:00+00:00,1.31851327419281,1.3190698623657227,1.31851327419281,1.3190175294876099,0
2025-04-15 02:30:00+00:00,1.3192611932754517,1.3193656206130981,1.3189479112625122,1.3192611932754517,0
2025-04-15 02:45:00+00:00,1.319400429725647,1.3197661638259888,1.319400429725647,1.3196094036102295,0
2025-04-15 03:00:00+00:00,1.3197835683822632,1.3198357820510864,1.3192611932754517,1.319278597831726,0
2025-04-15 03:15:00+00:00,1.3192089796066284,1.3195048570632935,1.3191741704940796,1.3195048570632935,0
2025-04-15 03:30:00+00:00,1.3196616172790527,1.3199751377105713,1.3196094036102295,1.3199751377105713,0
2025-04-15 03:45:00+00:00,1.3199751377105713,1.3199751377105713,1.3197835683822632,1.3198533058166504,0
2025-04-15 04:00:00+00:00,1.3198533058166504,1.3200099468231201,1.3198009729385376,1.3198357820510864,0
2025-04-15 04:15:00+00:00,1.319713830947876,1.3213530778884888,1.319713830947876,1.3209341764450073,0
2025-04-15 04:30:00+00:00,1.3211086988449097,1.321457862854004,1.320916771888733,1.321457862854004,0
2025-04-15 04:45:00+00:00,1.3213530778884888,1.3218071460723877,1.3212134838104248,1.3213181495666504,0
2025-04-15 05:00:00+00:00,1.3213706016540527,1.3216150999069214,1.3209691047668457,1.321457862854004,0
2025-04-15 05:15:00+00:00,1.3216325044631958,1.3221042156219482,1.3214752674102783,1.3214752674102783,0
2025-04-15 05:30:00+00:00,1.3212308883666992,1.321300745010376,1.3207770586013794,1.3209341764450073,0
2025-04-15 05:45:00+00:00,1.3207597732543945,1.321038842201233,1.3203586339950562,1.3203586339950562,0
2025-04-15 06:00:00+00:00,1.3201146125793457,1.321457862854004,1.3200099468231201,1.3208818435668945,0
2025-04-15 06:15:00+00:00,1.3208643198013306,1.320916771888733,1.320166826248169,1.320166826248169,0
2025-04-15 06:30:00+00:00,1.3200798034667969,1.320393443107605,1.318721890449524,1.3194352388381958,0
2025-04-15 06:45:00+00:00,1.3196094036102295,1.3198009729385376,1.3192437887191772,1.3196442127227783,0
2025-04-15 07:00:00+00:00,1.3198009729385376,1.3208119869232178,1.3189654350280762,1.320533037185669,0
2025-04-15 07:15:00+00:00,1.320533037185669,1.3205678462982178,1.3195397853851318,1.3195397853851318,0
2025-04-15 07:30:00+00:00,1.3193656206130981,1.3217722177505493,1.3193135261535645,1.321545124053955,0
2025-04-15 07:45:00+00:00,1.3215277194976807,1.3225064277648926,1.321283221244812,1.3222966194152832,0
2025-04-15 08:00:00+00:00,1.322383999824524,1.3237143754959106,1.322383999824524,1.3227338790893555,0
2025-04-15 08:15:00+00:00,1.322908878326416,1.323258876800537,1.322383999824524,1.322558879852295,0
2025-04-15 08:30:00+00:00,1.3226463794708252,1.323276400566101,1.3219469785690308,1.3221217393875122,0
2025-04-15 08:45:00+00:00,1.3221566677093506,1.323311448097229,1.3220866918563843,1.3230488300323486,0
2025-04-15 09:00:00+00:00,1.3228563070297241,1.3236967325210571,1.3228563070297241,1.3232413530349731,0
2025-04-15 09:15:00+00:00,1.3234516382217407,1.3243805170059204,1.323364019393921,1.3243805170059204,0
2025-04-15 09:30:00+00:00,1.3245558738708496,1.324643611907959,1.3241350650787354,1.3243980407714844,0
2025-04-15 09:45:00+00:00,1.3245383501052856,1.324731469154358,1.3239772319793701,1.3241175413131714,0
2025-04-15 10:00:00+00:00,1.323784351348877,1.3244332075119019,1.3236092329025269,1.3241524696350098,0
2025-04-15 10:15:00+00:00,1.3241175413131714,1.3245383501052856,1.323328971862793,1.3245383501052856,0
2025-04-15 10:30:00+00:00,1.3249419927597046,1.3249419927597046,1.3237318992614746,1.3242928981781006,0
2025-04-15 10:45:00+00:00,1.3244681358337402,1.324731469154358,1.324012279510498,1.3240649700164795,0
2025-04-15 11:00:00+00:00,1.3240649700164795,1.3241699934005737,1.3228038549423218,1.323118805885315,0
2025-04-15 11:15:00+00:00,1.3229613304138184,1.3229788541793823,1.3222790956497192,1.3226114511489868,0
2025-04-15 11:30:00+00:00,1.3226114511489868,1.3229963779449463,1.3221217393875122,1.3225764036178589,0
2025-04-15 11:45:00+00:00,1.3224539756774902,1.3231713771820068,1.3219819068908691,1.3231713771820068,0
2025-04-15 12:00:00+00:00,1.3234690427780151,1.3241350650787354,1.3233815431594849,1.3241350650787354,0
2025-04-15 12:15:00+00:00,1.3243629932403564,1.3244857788085938,1.323556661605835,1.3237143754959106,0
2025-04-15 12:30:00+00:00,1.3237318992614746,1.3239421844482422,1.3224189281463623,1.3224189281463623,0
2025-04-15 12:45:00+00:00,1.3227163553237915,1.3233989477157593,1.3221566677093506,1.3221566677093506,0
2025-04-15 13:00:00+00:00,1.3223665952682495,1.3232064247131348,1.3223665952682495,1.3230663537979126,0
2025-04-15 13:15:00+00:00,1.3230488300323486,1.3230488300323486,1.3218770027160645,1.3219819068908691,0
2025-04-15 13:30:00+00:00,1.321754813194275,1.3226288557052612,1.321754813194275,1.3226288557052612,0
2025-04-15 13:45:00+00:00,1.3224539756774902,1.3228563070297241,1.3218421936035156,1.3226288557052612,0
2025-04-15 14:00:00+00:00,1.3227338790893555,1.3231364488601685,1.3212134838104248,1.3212134838104248,0
2025-04-15 14:15:00+00:00,1.3215800523757935,1.3226814270019531,1.3208119869232178,1.3226814270019531,0
2025-04-15 14:30:00+00:00,1.3229613304138184,1.3238370418548584,1.3226463794708252,1.323504090309143,0
2025-04-15 14:45:00+00:00,1.3231889009475708,1.3244681358337402,1.3231889009475708,1.3244507312774658,0
2025-04-15 15:00:00+00:00,1.3243629932403564,1.3243629932403564,1.322891354560852,1.3236618041992188,0
2025-04-15 15:15:00+00:00,1.323539137840271,1.324012279510498,1.3233989477157593,1.323521614074707,0
2025-04-15 15:30:00+00:00,1.3234690427780151,1.3237143754959106,1.3227514028549194,1.3227514028549194,0
2025-04-15 15:45:00+00:00,1.3227163553237915,1.3229262828826904,1.3219120502471924,1.3220866918563843,0
2025-04-15 16:00:00+00:00,1.3222966194152832,1.3224889039993286,1.3216325044631958,1.3218945264816284,0
2025-04-15 16:15:00+00:00,1.3219294548034668,1.3220866918563843,1.3213878870010376,1.3213878870010376,0
2025-04-15 16:30:00+00:00,1.3214229345321655,1.3214229345321655,1.3207422494888306,1.3214054107666016,0
2025-04-15 16:45:00+00:00,1.3213530778884888,1.3218770027160645,1.321283221244812,1.3213355541229248,0
2025-04-15 17:00:00+00:00,1.321126103401184,1.3221917152404785,1.3208643198013306,1.3220692873001099,0
2025-04-15 17:15:00+00:00,1.3218246698379517,1.3227688074111938,1.3218246698379517,1.322558879852295,0
2025-04-15 17:30:00+00:00,1.3226639032363892,1.3227163553237915,1.322383999824524,1.3224539756774902,0
2025-04-15 17:45:00+00:00,1.322541356086731,1.3225939273834229,1.321719765663147,1.3218421936035156,0
2025-04-15 18:00:00+00:00,1.3218071460723877,1.3218071460723877,1.3210039138793945,1.3210039138793945,0
2025-04-15 18:15:00+00:00,1.3207945823669434,1.3215101957321167,1.3207945823669434,1.3215101957321167,0
2025-04-15 18:30:00+00:00,1.3214927911758423,1.3215800523757935,1.3210737705230713,1.3211610317230225,0
2025-04-15 18:45:00+00:00,1.3211784362792969,1.32185959815979,1.3211784362792969,1.32185959815979,0
2025-04-15 19:00:00+00:00,1.321562647819519,1.3226639032363892,1.3213706016540527,1.3226639032363892,0
2025-04-15 19:15:00+00:00,1.322541356086731,1.3229963779449463,1.3225239515304565,1.322558879852295,0
